"formula","Incubation_Temp","A_priori_CUE"
"C17H26O7","15C","Low"
"C17H26O7","25C","High"
"C17H26O7","25C","Low"
"C17H26O7","45C","High"
"C17H26O7","45C","Low"
"C18H30O6","15C","High"
"C18H30O6","15C","Low"
"C18H30O6","25C","High"
"C18H30O6","25C","Low"
"C18H30O6","45C","High"
"C18H30O6","45C","Low"
"C19H34O5","15C","High"
"C19H34O5","15C","Low"
"C19H34O5","25C","High"
"C19H34O5","45C","High"
"C19H34O5","45C","Low"
"C18H16O7","15C","Low"
"C18H16O7","25C","Low"
"C18H16O7","45C","Low"
"C19H20O6","25C","High"
"C19H20O6","45C","High"
"C19H20O6","45C","Low"
"C16H24O8","15C","Low"
"C16H24O8","25C","High"
"C16H24O8","45C","High"
"C16H24O8","45C","Low"
"C17H28O7","15C","Low"
"C17H28O7","15C","High"
"C17H28O7","25C","High"
"C17H28O7","25C","Low"
"C17H28O7","45C","Low"
"C17H28O7","45C","High"
"C18H32O6","15C","High"
"C18H32O6","15C","Low"
"C18H32O6","25C","High"
"C18H32O6","25C","Low"
"C18H32O6","45C","High"
"C18H32O6","45C","Low"
"C18H18O7","15C","Low"
"C18H18O7","25C","High"
"C18H18O7","25C","Low"
"C18H18O7","45C","High"
"C18H18O7","45C","Low"
"C15H22O9","25C","High"
"C15H22O9","45C","High"
"C15H22O9","45C","Low"
"C19H22O6","15C","Low"
"C19H22O6","25C","High"
"C19H22O6","45C","High"
"C19H22O6","45C","Low"
"C16H26O8","15C","Low"
"C16H26O8","25C","High"
"C16H26O8","45C","High"
"C16H26O8","45C","Low"
"C20H26O5","15C","High"
"C20H26O5","15C","Low"
"C20H26O5","25C","High"
"C20H26O5","25C","Low"
"C20H26O5","45C","High"
"C20H26O5","45C","Low"
"C17H30O7","15C","High"
"C17H30O7","15C","Low"
"C17H30O7","25C","High"
"C17H30O7","25C","Low"
"C17H30O7","45C","High"
"C17H30O7","45C","Low"
"C18H34O6","15C","High"
"C18H34O6","15C","Low"
"C18H34O6","25C","High"
"C18H34O6","25C","Low"
"C18H34O6","45C","High"
"C18H34O6","45C","Low"
"C19H38O5","45C","High"
"C17H16O8","15C","High"
"C17H16O8","15C","Low"
"C17H16O8","25C","High"
"C17H16O8","25C","Low"
"C17H16O8","45C","High"
"C17H16O8","45C","Low"
"C18H20O7","15C","High"
"C18H20O7","15C","Low"
"C18H20O7","25C","High"
"C18H20O7","25C","Low"
"C18H20O7","45C","High"
"C18H20O7","45C","Low"
"C15H24O9","15C","Low"
"C15H24O9","25C","Low"
"C19H24O6","15C","High"
"C19H24O6","15C","Low"
"C19H24O6","25C","High"
"C19H24O6","25C","Low"
"C19H24O6","45C","High"
"C19H24O6","45C","Low"
"C16H28O8","15C","Low"
"C16H28O8","25C","High"
"C16H28O8","45C","High"
"C16H28O8","45C","Low"
"C20H28O5","15C","High"
"C20H28O5","15C","Low"
"C20H28O5","25C","High"
"C20H28O5","25C","Low"
"C20H28O5","45C","High"
"C20H28O5","45C","Low"
"C17H32O7","15C","High"
"C17H32O7","15C","Low"
"C17H32O7","25C","Low"
"C17H32O7","25C","High"
"C17H32O7","45C","High"
"C17H32O7","45C","Low"
"C18H36O6","15C","High"
"C18H36O6","45C","High"
"C17H18O8","15C","Low"
"C17H18O8","15C","High"
"C17H18O8","25C","High"
"C17H18O8","25C","Low"
"C17H18O8","45C","High"
"C17H18O8","45C","Low"
"C14H22O10","15C","High"
"C18H22O7","15C","High"
"C18H22O7","15C","Low"
"C18H22O7","25C","High"
"C18H22O7","25C","Low"
"C18H22O7","45C","High"
"C18H22O7","45C","Low"
"C15H26O9","15C","Low"
"C15H26O9","15C","High"
"C15H26O9","45C","Low"
"C15H26O9","45C","High"
"C19H26O6","15C","High"
"C19H26O6","15C","Low"
"C19H26O6","25C","High"
"C19H26O6","25C","Low"
"C19H26O6","45C","High"
"C19H26O6","45C","Low"
"C16H30O8","25C","High"
"C16H30O8","45C","High"
"C16H30O8","45C","Low"
"C20H30O5","15C","High"
"C20H30O5","15C","Low"
"C20H30O5","25C","High"
"C20H30O5","25C","Low"
"C20H30O5","45C","High"
"C20H30O5","45C","Low"
"C17H21O7N1","25C","High"
"C17H21O7N1","45C","Low"
"C17H20O8","15C","High"
"C17H20O8","15C","Low"
"C17H20O8","25C","Low"
"C17H20O8","25C","High"
"C17H20O8","45C","High"
"C17H20O8","45C","Low"
"C18H24O7","15C","High"
"C18H24O7","15C","Low"
"C18H24O7","25C","High"
"C18H24O7","25C","Low"
"C18H24O7","45C","High"
"C18H24O7","45C","Low"
"C15H28O9","15C","Low"
"C15H28O9","45C","High"
"C15H28O9","45C","Low"
"C19H28O6","25C","High"
"C19H28O6","45C","High"
"C19H28O6","45C","Low"
"C20H32O5","15C","High"
"C20H32O5","15C","Low"
"C20H32O5","25C","High"
"C20H32O5","25C","Low"
"C20H32O5","45C","High"
"C20H32O5","45C","Low"
"C16H18O9","15C","High"
"C16H18O9","15C","Low"
"C16H18O9","25C","High"
"C16H18O9","25C","Low"
"C16H18O9","45C","High"
"C16H18O9","45C","Low"
"C17H22O8","15C","High"
"C17H22O8","15C","Low"
"C17H22O8","25C","High"
"C17H22O8","25C","Low"
"C17H22O8","45C","High"
"C17H22O8","45C","Low"
"C18H26O7","25C","High"
"C18H26O7","45C","High"
"C18H26O7","45C","Low"
"C19H30O6","15C","High"
"C19H30O6","15C","Low"
"C19H30O6","25C","High"
"C19H30O6","25C","Low"
"C19H30O6","45C","High"
"C19H30O6","45C","Low"
"C20H34O5","15C","High"
"C20H34O5","15C","Low"
"C20H34O5","25C","High"
"C20H34O5","25C","Low"
"C20H34O5","45C","High"
"C20H34O5","45C","Low"
"C16H20O9","15C","High"
"C16H20O9","15C","Low"
"C16H20O9","25C","High"
"C16H20O9","25C","Low"
"C16H20O9","45C","High"
"C16H20O9","45C","Low"
"C17H24O8","15C","High"
"C17H24O8","15C","Low"
"C17H24O8","25C","High"
"C17H24O8","25C","Low"
"C17H24O8","45C","High"
"C17H24O8","45C","Low"
"C18H28O7","15C","High"
"C18H28O7","15C","Low"
"C18H28O7","25C","High"
"C18H28O7","25C","Low"
"C18H28O7","45C","High"
"C18H28O7","45C","Low"
"C19H32O6","15C","High"
"C19H32O6","15C","Low"
"C19H32O6","25C","High"
"C19H32O6","25C","Low"
"C19H32O6","45C","High"
"C19H32O6","45C","Low"
"C20H36O5","15C","High"
"C20H36O5","25C","High"
"C20H36O5","45C","High"
"C20H36O5","45C","Low"
"C19H18O7","15C","Low"
"C19H18O7","25C","High"
"C19H18O7","25C","Low"
"C19H18O7","45C","High"
"C19H18O7","45C","Low"
"C16H22O9","15C","High"
"C16H22O9","15C","Low"
"C16H22O9","25C","High"
"C16H22O9","25C","Low"
"C16H22O9","45C","High"
"C16H22O9","45C","Low"
"C17H26O8","15C","High"
"C17H26O8","15C","Low"
"C17H26O8","25C","High"
"C17H26O8","25C","Low"
"C17H26O8","45C","High"
"C17H26O8","45C","Low"
"C18H30O7","15C","Low"
"C18H30O7","15C","High"
"C18H30O7","25C","High"
"C18H30O7","25C","Low"
"C18H30O7","45C","High"
"C18H30O7","45C","Low"
"C19H34O6","15C","High"
"C19H34O6","15C","Low"
"C19H34O6","25C","High"
"C19H34O6","25C","Low"
"C19H34O6","45C","High"
"C19H34O6","45C","Low"
"C20H38O5","25C","High"
"C20H38O5","45C","High"
"C19H20O7","15C","High"
"C19H20O7","15C","Low"
"C19H20O7","25C","High"
"C19H20O7","25C","Low"
"C19H20O7","45C","High"
"C19H20O7","45C","Low"
"C16H24O9","15C","High"
"C16H24O9","15C","Low"
"C16H24O9","25C","Low"
"C16H24O9","25C","High"
"C16H24O9","45C","High"
"C16H24O9","45C","Low"
"C20H24O6","15C","Low"
"C20H24O6","25C","Low"
"C20H24O6","45C","High"
"C20H24O6","45C","Low"
"C17H28O8","15C","Low"
"C17H28O8","15C","High"
"C17H28O8","25C","High"
"C17H28O8","25C","Low"
"C17H28O8","45C","High"
"C17H28O8","45C","Low"
"C18H32O7","15C","High"
"C18H32O7","15C","Low"
"C18H32O7","25C","High"
"C18H32O7","25C","Low"
"C18H32O7","45C","High"
"C18H32O7","45C","Low"
"C19H36O6","15C","High"
"C19H36O6","15C","Low"
"C19H36O6","25C","High"
"C19H36O6","45C","High"
"C19H36O6","45C","Low"
"C18H18O8","15C","Low"
"C18H18O8","15C","High"
"C18H18O8","25C","High"
"C18H18O8","25C","Low"
"C18H18O8","45C","Low"
"C18H18O8","45C","High"
"C19H22O7","15C","High"
"C19H22O7","15C","Low"
"C19H22O7","25C","High"
"C19H22O7","25C","Low"
"C19H22O7","45C","High"
"C19H22O7","45C","Low"
"C16H26O9","15C","Low"
"C16H26O9","25C","High"
"C16H26O9","25C","Low"
"C16H26O9","45C","High"
"C16H26O9","45C","Low"
"C20H26O6","15C","High"
"C20H26O6","15C","Low"
"C20H26O6","25C","High"
"C20H26O6","25C","Low"
"C20H26O6","45C","High"
"C20H26O6","45C","Low"
"C17H30O8","15C","High"
"C17H30O8","15C","Low"
"C17H30O8","25C","High"
"C17H30O8","25C","Low"
"C17H30O8","45C","High"
"C17H30O8","45C","Low"
"C18H34O7","15C","High"
"C18H34O7","15C","Low"
"C18H34O7","25C","High"
"C18H34O7","25C","Low"
"C18H34O7","45C","High"
"C18H34O7","45C","Low"
"C19H38O6","45C","High"
"C18H20O8","15C","High"
"C18H20O8","15C","Low"
"C18H20O8","25C","High"
"C18H20O8","25C","Low"
"C18H20O8","45C","High"
"C18H20O8","45C","Low"
"C19H24O7","15C","Low"
"C19H24O7","15C","High"
"C19H24O7","25C","High"
"C19H24O7","25C","Low"
"C19H24O7","45C","High"
"C19H24O7","45C","Low"
"C16H28O9","15C","Low"
"C16H28O9","15C","High"
"C16H28O9","25C","High"
"C16H28O9","25C","Low"
"C16H28O9","45C","Low"
"C20H28O6","15C","High"
"C20H28O6","15C","Low"
"C20H28O6","25C","High"
"C20H28O6","25C","Low"
"C20H28O6","45C","High"
"C20H28O6","45C","Low"
"C17H32O8","45C","Low"
"C17H32O8","45C","High"
"C20H31O5N1","45C","High"
"C17H18O9","15C","Low"
"C17H18O9","25C","Low"
"C18H22O8","15C","High"
"C18H22O8","15C","Low"
"C18H22O8","25C","High"
"C18H22O8","25C","Low"
"C18H22O8","45C","Low"
"C18H22O8","45C","High"
"C15H26O10","15C","High"
"C15H26O10","15C","Low"
"C15H26O10","45C","Low"
"C15H26O10","45C","High"
"C19H26O7","15C","High"
"C19H26O7","15C","Low"
"C19H26O7","25C","High"
"C19H26O7","25C","Low"
"C19H26O7","45C","High"
"C19H26O7","45C","Low"
"C16H30O9","45C","High"
"C20H30O6","15C","High"
"C20H30O6","15C","Low"
"C20H30O6","25C","High"
"C20H30O6","25C","Low"
"C20H30O6","45C","High"
"C20H30O6","45C","Low"
"C17H21O8N1","15C","High"
"C17H21O8N1","25C","Low"
"C17H20O9","15C","High"
"C17H20O9","15C","Low"
"C17H20O9","45C","High"
"C17H20O9","45C","Low"
"C18H24O8","25C","High"
"C18H24O8","45C","High"
"C18H24O8","45C","Low"
"C19H28O7","15C","High"
"C19H28O7","15C","Low"
"C19H28O7","25C","High"
"C19H28O7","25C","Low"
"C19H28O7","45C","High"
"C19H28O7","45C","Low"
"C20H32O6","15C","Low"
"C20H32O6","15C","High"
"C20H32O6","25C","Low"
"C20H32O6","25C","High"
"C20H32O6","45C","High"
"C20H32O6","45C","Low"
"C17H22O9","15C","Low"
"C17H22O9","15C","High"
"C17H22O9","25C","High"
"C17H22O9","25C","Low"
"C17H22O9","45C","High"
"C17H22O9","45C","Low"
"C18H26O8","25C","High"
"C18H26O8","45C","High"
"C18H26O8","45C","Low"
"C19H30O7","15C","High"
"C19H30O7","15C","Low"
"C19H30O7","25C","High"
"C19H30O7","25C","Low"
"C19H30O7","45C","High"
"C19H30O7","45C","Low"
"C20H34O6","15C","High"
"C20H34O6","15C","Low"
"C20H34O6","25C","High"
"C20H34O6","25C","Low"
"C20H34O6","45C","High"
"C20H34O6","45C","Low"
"C20H20O7","15C","Low"
"C20H20O7","45C","High"
"C20H20O7","45C","Low"
"C17H24O9","15C","High"
"C17H24O9","15C","Low"
"C17H24O9","25C","High"
"C17H24O9","25C","Low"
"C17H24O9","45C","High"
"C17H24O9","45C","Low"
"C18H28O8","15C","Low"
"C18H28O8","15C","High"
"C18H28O8","25C","Low"
"C18H28O8","25C","High"
"C18H28O8","45C","High"
"C18H28O8","45C","Low"
"C19H32O7","15C","High"
"C19H32O7","15C","Low"
"C19H32O7","25C","High"
"C19H32O7","25C","Low"
"C19H32O7","45C","High"
"C19H32O7","45C","Low"
"C20H36O6","15C","High"
"C20H36O6","15C","Low"
"C20H36O6","25C","High"
"C20H36O6","25C","Low"
"C20H36O6","45C","High"
"C20H36O6","45C","Low"
"C19H18O8","15C","Low"
"C19H18O8","25C","High"
"C19H18O8","25C","Low"
"C20H22O7","15C","Low"
"C20H22O7","25C","High"
"C20H22O7","25C","Low"
"C20H22O7","45C","High"
"C20H22O7","45C","Low"
"C17H26O9","15C","High"
"C17H26O9","15C","Low"
"C17H26O9","25C","High"
"C17H26O9","25C","Low"
"C17H26O9","45C","High"
"C17H26O9","45C","Low"
"C18H30O8","15C","Low"
"C18H30O8","15C","High"
"C18H30O8","25C","High"
"C18H30O8","25C","Low"
"C18H30O8","45C","High"
"C18H30O8","45C","Low"
"C19H34O7","15C","Low"
"C19H34O7","25C","High"
"C19H34O7","25C","Low"
"C19H34O7","45C","High"
"C19H34O7","45C","Low"
"C20H38O6","15C","High"
"C20H38O6","15C","Low"
"C20H38O6","25C","High"
"C20H38O6","25C","Low"
"C20H38O6","45C","High"
"C20H38O6","45C","Low"
"C19H20O8","15C","High"
"C19H20O8","15C","Low"
"C19H20O8","25C","High"
"C19H20O8","25C","Low"
"C19H20O8","45C","High"
"C19H20O8","45C","Low"
"C20H24O7","15C","Low"
"C20H24O7","25C","High"
"C20H24O7","25C","Low"
"C20H24O7","45C","High"
"C20H24O7","45C","Low"
"C17H28O9","25C","High"
"C17H28O9","45C","High"
"C17H28O9","45C","Low"
"C18H32O8","15C","High"
"C18H32O8","15C","Low"
"C18H32O8","25C","High"
"C18H32O8","25C","Low"
"C18H32O8","45C","High"
"C18H32O8","45C","Low"
"C19H36O7","15C","High"
"C19H36O7","15C","Low"
"C19H36O7","25C","High"
"C19H36O7","25C","Low"
"C19H36O7","45C","High"
"C19H36O7","45C","Low"
"C20H40O6","15C","High"
"C20H40O6","15C","Low"
"C20H40O6","25C","High"
"C20H40O6","45C","High"
"C20H40O6","45C","Low"
"C18H18O9","15C","Low"
"C18H18O9","45C","High"
"C18H18O9","45C","Low"
"C19H22O8","15C","High"
"C19H22O8","15C","Low"
"C19H22O8","25C","High"
"C19H22O8","25C","Low"
"C19H22O8","45C","High"
"C19H22O8","45C","Low"
"C20H26O7","15C","High"
"C20H26O7","15C","Low"
"C20H26O7","25C","Low"
"C20H26O7","25C","High"
"C20H26O7","45C","High"
"C20H26O7","45C","Low"
"C17H30O9","15C","High"
"C17H30O9","15C","Low"
"C17H30O9","25C","High"
"C17H30O9","25C","Low"
"C17H30O9","45C","High"
"C17H30O9","45C","Low"
"C18H34O8","15C","High"
"C18H34O8","15C","Low"
"C18H34O8","25C","High"
"C18H34O8","25C","Low"
"C18H34O8","45C","High"
"C18H34O8","45C","Low"
"C18H20O9","15C","High"
"C18H20O9","15C","Low"
"C18H20O9","25C","Low"
"C18H20O9","25C","High"
"C18H20O9","45C","High"
"C18H20O9","45C","Low"
"C19H24O8","15C","High"
"C19H24O8","15C","Low"
"C19H24O8","25C","High"
"C19H24O8","25C","Low"
"C19H24O8","45C","High"
"C19H24O8","45C","Low"
"C16H28O10","15C","High"
"C16H28O10","15C","Low"
"C16H28O10","25C","High"
"C16H28O10","45C","High"
"C20H28O7","15C","High"
"C20H28O7","15C","Low"
"C20H28O7","25C","High"
"C20H28O7","25C","Low"
"C20H28O7","45C","High"
"C20H28O7","45C","Low"
"C17H32O9","15C","High"
"C17H32O9","45C","High"
"C17H32O9","45C","Low"
"C21H32O6","15C","High"
"C21H32O6","15C","Low"
"C21H32O6","25C","High"
"C21H32O6","25C","Low"
"C21H32O6","45C","High"
"C21H32O6","45C","Low"
"C18H22O9","45C","High"
"C18H22O9","45C","Low"
"C19H26O8","15C","High"
"C19H26O8","15C","Low"
"C19H26O8","25C","High"
"C19H26O8","25C","Low"
"C19H26O8","45C","High"
"C19H26O8","45C","Low"
"C20H30O7","15C","High"
"C20H30O7","15C","Low"
"C20H30O7","25C","High"
"C20H30O7","25C","Low"
"C20H30O7","45C","High"
"C20H30O7","45C","Low"
"C21H34O6","15C","High"
"C21H34O6","15C","Low"
"C21H34O6","25C","High"
"C21H34O6","25C","Low"
"C21H34O6","45C","High"
"C21H34O6","45C","Low"
"C18H24O9","15C","High"
"C18H24O9","15C","Low"
"C18H24O9","25C","High"
"C18H24O9","25C","Low"
"C18H24O9","45C","High"
"C18H24O9","45C","Low"
"C19H28O8","25C","High"
"C19H28O8","45C","High"
"C19H28O8","45C","Low"
"C20H32O7","15C","High"
"C20H32O7","15C","Low"
"C20H32O7","25C","High"
"C20H32O7","25C","Low"
"C20H32O7","45C","High"
"C20H32O7","45C","Low"
"C21H36O6","15C","High"
"C21H36O6","15C","Low"
"C21H36O6","25C","High"
"C21H36O6","25C","Low"
"C21H36O6","45C","High"
"C21H36O6","45C","Low"
"C18H26O9","25C","High"
"C18H26O9","45C","High"
"C18H26O9","45C","Low"
"C19H30O8","15C","High"
"C19H30O8","15C","Low"
"C19H30O8","25C","High"
"C19H30O8","25C","Low"
"C19H30O8","45C","High"
"C19H30O8","45C","Low"
"C20H34O7","15C","High"
"C20H34O7","15C","Low"
"C20H34O7","25C","High"
"C20H34O7","25C","Low"
"C20H34O7","45C","High"
"C20H34O7","45C","Low"
"C21H38O6","45C","Low"
"C20H20O8","25C","High"
"C20H20O8","45C","High"
"C20H20O8","45C","Low"
"C18H28O9","15C","High"
"C18H28O9","15C","Low"
"C18H28O9","25C","High"
"C18H28O9","25C","Low"
"C18H28O9","45C","High"
"C18H28O9","45C","Low"
"C19H32O8","15C","High"
"C19H32O8","15C","Low"
"C19H32O8","25C","High"
"C19H32O8","25C","Low"
"C19H32O8","45C","High"
"C19H32O8","45C","Low"
"C20H36O7","15C","High"
"C20H36O7","15C","Low"
"C20H36O7","25C","Low"
"C20H36O7","25C","High"
"C20H36O7","45C","High"
"C20H36O7","45C","Low"
"C19H18O9","15C","Low"
"C19H18O9","25C","High"
"C19H18O9","45C","Low"
"C20H22O8","15C","High"
"C20H22O8","15C","Low"
"C20H22O8","25C","High"
"C20H22O8","25C","Low"
"C20H22O8","45C","High"
"C20H22O8","45C","Low"
"C21H26O7","15C","Low"
"C21H26O7","45C","High"
"C21H26O7","45C","Low"
"C18H30O9","15C","High"
"C18H30O9","15C","Low"
"C18H30O9","25C","High"
"C18H30O9","25C","Low"
"C18H30O9","45C","High"
"C18H30O9","45C","Low"
"C19H34O8","15C","High"
"C19H34O8","15C","Low"
"C19H34O8","25C","High"
"C19H34O8","25C","Low"
"C19H34O8","45C","High"
"C19H34O8","45C","Low"
"C20H38O7","25C","High"
"C20H38O7","45C","High"
"C20H38O7","45C","Low"
"C19H20O9","15C","Low"
"C19H20O9","15C","High"
"C19H20O9","25C","High"
"C19H20O9","25C","Low"
"C19H20O9","45C","High"
"C19H20O9","45C","Low"
"C20H24O8","15C","High"
"C20H24O8","15C","Low"
"C20H24O8","25C","High"
"C20H24O8","25C","Low"
"C20H24O8","45C","High"
"C20H24O8","45C","Low"
"C17H28O10","15C","Low"
"C17H28O10","15C","High"
"C17H28O10","25C","High"
"C21H28O7","15C","Low"
"C21H28O7","25C","Low"
"C21H28O7","25C","High"
"C21H28O7","45C","High"
"C21H28O7","45C","Low"
"C18H32O9","15C","High"
"C18H32O9","15C","Low"
"C18H32O9","25C","High"
"C18H32O9","25C","Low"
"C18H32O9","45C","High"
"C18H32O9","45C","Low"
"C19H36O8","15C","High"
"C19H36O8","15C","Low"
"C19H36O8","25C","High"
"C19H36O8","25C","Low"
"C19H36O8","45C","High"
"C19H36O8","45C","Low"
"C20H40O7","15C","High"
"C20H40O7","15C","Low"
"C20H40O7","25C","High"
"C20H40O7","25C","Low"
"C20H40O7","45C","High"
"C20H40O7","45C","Low"
"C19H22O9","15C","High"
"C19H22O9","15C","Low"
"C19H22O9","25C","High"
"C19H22O9","25C","Low"
"C19H22O9","45C","High"
"C19H22O9","45C","Low"
"C20H26O8","15C","Low"
"C20H26O8","25C","High"
"C20H26O8","25C","Low"
"C20H26O8","45C","High"
"C20H26O8","45C","Low"
"C17H30O10","15C","Low"
"C17H30O10","15C","High"
"C17H30O10","25C","Low"
"C17H30O10","25C","High"
"C17H30O10","45C","High"
"C17H30O10","45C","Low"
"C21H30O7","15C","High"
"C21H30O7","15C","Low"
"C21H30O7","25C","High"
"C21H30O7","25C","Low"
"C21H30O7","45C","High"
"C21H30O7","45C","Low"
"C18H34O9","15C","Low"
"C18H34O9","15C","High"
"C18H34O9","25C","High"
"C18H34O9","45C","High"
"C18H34O9","45C","Low"
"C22H34O6","15C","High"
"C22H34O6","15C","Low"
"C22H34O6","25C","Low"
"C22H34O6","45C","High"
"C18H20O10","15C","Low"
"C19H24O9","15C","High"
"C19H24O9","15C","Low"
"C19H24O9","25C","High"
"C19H24O9","25C","Low"
"C19H24O9","45C","High"
"C19H24O9","45C","Low"
"C20H28O8","15C","Low"
"C20H28O8","25C","High"
"C20H28O8","25C","Low"
"C20H28O8","45C","High"
"C20H28O8","45C","Low"
"C21H32O7","15C","High"
"C21H32O7","15C","Low"
"C21H32O7","25C","High"
"C21H32O7","25C","Low"
"C21H32O7","45C","High"
"C21H32O7","45C","Low"
"C19H26O9","15C","High"
"C19H26O9","15C","Low"
"C19H26O9","25C","High"
"C19H26O9","25C","Low"
"C19H26O9","45C","High"
"C19H26O9","45C","Low"
"C20H30O8","15C","High"
"C20H30O8","15C","Low"
"C20H30O8","25C","High"
"C20H30O8","25C","Low"
"C20H30O8","45C","High"
"C20H30O8","45C","Low"
"C21H34O7","15C","High"
"C21H34O7","15C","Low"
"C21H34O7","25C","High"
"C21H34O7","25C","Low"
"C21H34O7","45C","High"
"C21H34O7","45C","Low"
"C18H24O10","15C","Low"
"C18H24O10","15C","High"
"C18H24O10","25C","Low"
"C18H24O10","25C","High"
"C18H24O10","45C","Low"
"C18H24O10","45C","High"
"C19H28O9","15C","High"
"C19H28O9","15C","Low"
"C19H28O9","25C","High"
"C19H28O9","25C","Low"
"C19H28O9","45C","High"
"C19H28O9","45C","Low"
"C20H32O8","15C","High"
"C20H32O8","15C","Low"
"C20H32O8","25C","High"
"C20H32O8","25C","Low"
"C20H32O8","45C","High"
"C20H32O8","45C","Low"
"C21H36O7","15C","High"
"C21H36O7","15C","Low"
"C21H36O7","25C","High"
"C21H36O7","25C","Low"
"C21H36O7","45C","High"
"C21H36O7","45C","Low"
"C18H26O10","15C","High"
"C18H26O10","15C","Low"
"C18H26O10","25C","High"
"C18H26O10","25C","Low"
"C18H26O10","45C","High"
"C18H26O10","45C","Low"
"C19H30O9","15C","Low"
"C19H30O9","15C","High"
"C19H30O9","25C","Low"
"C19H30O9","25C","High"
"C19H30O9","45C","High"
"C19H30O9","45C","Low"
"C20H34O8","15C","High"
"C20H34O8","15C","Low"
"C20H34O8","25C","High"
"C20H34O8","25C","Low"
"C20H34O8","45C","High"
"C20H34O8","45C","Low"
"C21H38O7","15C","Low"
"C21H38O7","15C","High"
"C21H38O7","25C","High"
"C21H38O7","25C","Low"
"C21H38O7","45C","High"
"C21H38O7","45C","Low"
"C20H20O9","15C","Low"
"C20H20O9","25C","High"
"C20H20O9","25C","Low"
"C20H20O9","45C","High"
"C20H20O9","45C","Low"
"C21H24O8","15C","High"
"C21H24O8","15C","Low"
"C21H24O8","25C","High"
"C21H24O8","25C","Low"
"C21H24O8","45C","High"
"C21H24O8","45C","Low"
"C18H28O10","15C","High"
"C18H28O10","15C","Low"
"C18H28O10","25C","High"
"C18H28O10","25C","Low"
"C18H28O10","45C","High"
"C18H28O10","45C","Low"
"C19H32O9","15C","High"
"C19H32O9","15C","Low"
"C19H32O9","25C","High"
"C19H32O9","25C","Low"
"C19H32O9","45C","High"
"C19H32O9","45C","Low"
"C20H36O8","15C","High"
"C20H36O8","15C","Low"
"C20H36O8","25C","High"
"C20H36O8","25C","Low"
"C20H36O8","45C","High"
"C20H36O8","45C","Low"
"C21H40O7","15C","High"
"C21H40O7","15C","Low"
"C21H40O7","25C","High"
"C21H40O7","25C","Low"
"C21H40O7","45C","High"
"C21H40O7","45C","Low"
"C20H22O9","15C","High"
"C20H22O9","15C","Low"
"C20H22O9","25C","High"
"C20H22O9","25C","Low"
"C20H22O9","45C","High"
"C20H22O9","45C","Low"
"C21H26O8","15C","High"
"C21H26O8","15C","Low"
"C21H26O8","25C","High"
"C21H26O8","25C","Low"
"C21H26O8","45C","High"
"C21H26O8","45C","Low"
"C18H30O10","15C","High"
"C18H30O10","15C","Low"
"C18H30O10","25C","High"
"C18H30O10","25C","Low"
"C18H30O10","45C","High"
"C18H30O10","45C","Low"
"C22H30O7","15C","Low"
"C22H30O7","25C","Low"
"C19H34O9","15C","Low"
"C19H34O9","15C","High"
"C19H34O9","25C","High"
"C19H34O9","25C","Low"
"C19H34O9","45C","High"
"C19H34O9","45C","Low"
"C20H38O8","15C","High"
"C20H38O8","15C","Low"
"C20H38O8","25C","High"
"C20H38O8","25C","Low"
"C20H38O8","45C","High"
"C20H38O8","45C","Low"
"C19H20O10","15C","Low"
"C19H20O10","15C","High"
"C19H20O10","25C","Low"
"C19H20O10","45C","Low"
"C20H24O9","25C","High"
"C20H24O9","45C","High"
"C20H24O9","45C","Low"
"C17H28O11","45C","High"
"C17H28O11","45C","Low"
"C21H28O8","15C","High"
"C21H28O8","15C","Low"
"C21H28O8","25C","High"
"C21H28O8","25C","Low"
"C21H28O8","45C","High"
"C21H28O8","45C","Low"
"C18H32O10","15C","Low"
"C18H32O10","15C","High"
"C18H32O10","25C","Low"
"C18H32O10","25C","High"
"C18H32O10","45C","High"
"C18H32O10","45C","Low"
"C22H32O7","15C","High"
"C22H32O7","15C","Low"
"C22H32O7","25C","High"
"C22H32O7","25C","Low"
"C22H32O7","45C","High"
"C22H32O7","45C","Low"
"C23H36O6","25C","High"
"C23H36O6","45C","High"
"C20H40O8","15C","High"
"C20H40O8","25C","High"
"C20H40O8","45C","High"
"C20H40O8","45C","Low"
"C19H22O10","15C","High"
"C19H22O10","15C","Low"
"C19H22O10","25C","High"
"C19H22O10","25C","Low"
"C19H22O10","45C","High"
"C19H22O10","45C","Low"
"C20H26O9","15C","High"
"C20H26O9","15C","Low"
"C20H26O9","25C","High"
"C20H26O9","25C","Low"
"C20H26O9","45C","High"
"C20H26O9","45C","Low"
"C17H30O11","15C","Low"
"C17H30O11","15C","High"
"C21H30O8","15C","High"
"C21H30O8","15C","Low"
"C21H30O8","25C","Low"
"C21H30O8","25C","High"
"C21H30O8","45C","High"
"C21H30O8","45C","Low"
"C22H34O7","15C","High"
"C22H34O7","15C","Low"
"C22H34O7","25C","High"
"C22H34O7","25C","Low"
"C22H34O7","45C","High"
"C22H34O7","45C","Low"
"C19H24O10","15C","High"
"C19H24O10","15C","Low"
"C19H24O10","25C","Low"
"C19H24O10","45C","High"
"C19H24O10","45C","Low"
"C20H28O9","15C","Low"
"C20H28O9","15C","High"
"C20H28O9","25C","High"
"C20H28O9","25C","Low"
"C20H28O9","45C","High"
"C20H28O9","45C","Low"
"C21H32O8","15C","High"
"C21H32O8","15C","Low"
"C21H32O8","25C","High"
